,well,cDNAPlate,LibraryPlateID,Tissue,PrimarySort,AnatomicalPosition,SortOrder,Well_Range,Excluded,SortDirection,Investigator,Barcode,cDNA Prep,cDNA Dilute,library prep,lib prep date,bead cleanup,BA nM,NovaSeqRun,Additional Notes
179,D12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
180,E12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
181,F12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
182,G12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
183,H12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
184,I12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
185,J12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
186,K12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
187,L12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
188,M12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
189,N12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
190,O12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
191,P12,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
192,A13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
193,B13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
194,C13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
195,D13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
196,E13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
197,F13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
198,G13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
199,H13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
200,I13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
201,J13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
202,K13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
203,L13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
204,M13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
205,N13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
206,O13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
207,P13,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
208,A14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
209,B14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
210,C14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
211,D14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
212,E14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
213,F14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
214,G14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
215,H14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
216,I14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
217,J14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
218,K14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
219,L14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
220,M14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
221,N14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
222,O14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
223,P14,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
224,A15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
225,B15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
226,C15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
227,D15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
228,E15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
229,F15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
230,G15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
231,H15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
232,I15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
233,J15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
234,K15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
235,L15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
236,M15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
237,N15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
238,O15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
239,P15,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
240,A16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
241,B16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
242,C16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
243,D16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
244,E16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
245,F16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
246,G16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
247,H16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
248,I16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
249,J16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
250,K16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
251,L16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
252,M16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
253,N16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
254,O16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
255,P16,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
256,A17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
257,B17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
258,C17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
259,D17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
260,E17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
261,F17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
262,G17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
263,H17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
264,I17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
265,J17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
266,K17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
267,L17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
268,M17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
269,N17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
270,O17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
271,P17,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
272,A18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
273,B18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
274,C18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
275,D18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
276,E18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
277,F18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
278,G18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
279,H18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
280,I18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
281,J18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
282,K18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
283,L18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
284,M18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
285,N18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
286,O18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
287,P18,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
288,A19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
289,B19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
290,C19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
291,D19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
292,E19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
293,F19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
294,G19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
295,H19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
296,I19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
297,J19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
298,K19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
299,L19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
300,M19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
301,N19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
302,O19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
303,P19,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
304,A20,B107820,B107820Blue,PancreasExocrine,Epithelial,,Plate 4,A1-P23,Col24,Row,Artandi,BC2,Bob,Roja,Roja/Bob,6/5/19,Roja,14.8,TSPSS1Run1,Long Dissociation Time
